TransactionID	Date	Count	Cost	Доставка	Плохой отзыв	Paid	Weight	Promo	AutoIssue
1668	2019-May-28 10:46:01	14	4991	0	0	980,0	6734	0	0
1669	2019-Jul-1 7:00:01	36	8802	0	1	3055,0	5996	0	1
1670	2019-May-17 13:33:05	77	7540	0	0	7046,0	9286	0	0
1671	2019-Jun-29 18:15:00	54	6547	1	1	4329,0	4219	1	1
1672	2019-Dec-9 15:30:00	41	6833	1	1	9671,0	8928	0	0
1673	2019-Oct-29 19:00:00	35	4683	1	0	1469,0	4861	0	1
1674	2019-Dec-12 8:30:00	65	7079	1	1	2810,0	8923	1	0
1675	2019-Jul-17 13:30:00	52	9333	0	0	10272,0	4646	1	1
1676	2020-Jan-31 20:45:00	80	4418	0	0	3050,0	6035	0	1
1677	2019-Aug-16 8:15:00	12	6500	0	0	2947,0	5836	1	1
1678	2020-Jan-27 12:45:00	66	8982	0	0	12628,0	8063	0	0
1679	2020-Apr-11 15:45:00	54	5568	1	1	595,0	5761	0	1
1680	2020-Jul-13 6:45:00	36	6533	1	0	5791,0	9739	1	0
1681	2019-Nov-13 10:30:01	8	6775	0	1	12039,0	7786	0	1
1682	2020-Aug-25 12:45:00	40	5515	0	1	4250,0	9771	1	0
1683	2020-Jun-16 11:45:00	5	7277	0	0	10739,0	4210	0	1
1684	2019-Jun-14 7:46:00	41	6422	1	1	13772,0	7531	0	1
1685	2020-Feb-8 13:30:00	51	6881	1	0	2553,0	8721	0	0
1686	2019-Oct-26 9:30:00	81	9969	0	0	9415,0	7134	1	1
1687	2020-Jan-21 18:45:00	14	4633	0	0	13645,0	8298	0	0
1688	2020-Aug-14 14:00:00	16	9839	1	0	11582,0	7055	0	1
1689	2020-Aug-7 7:15:00	85	6892	1	1	845,0	8804	1	0
1690	2019-May-25 12:31:01	80	4919	0	1	14873,0	4506	1	1
1691	2020-Jul-21 5:30:00	73	8405	0	0	7394,0	9472	1	0
1692	2019-Sep-6 17:00:00	51	6598	0	0	8417,0	9004	1	0
1693	2019-Nov-22 16:00:00	80	4825	1	0	1623,0	5604	0	1
1694	2020-Jun-12 11:00:00	89	5872	0	1	14386,0	8905	1	0
1695	2019-Aug-29 7:30:01	6	6016	0	1	13199,0	8056	0	1
1696	2020-Jul-3 1:45:00	1	7136	0	1	12245,0	4769	1	1
1697	2019-Dec-6 11:30:00	52	7143	1	1	903,0	6284	0	1
1698	2020-Mar-23 12:15:00	26	9028	1	1	1857,0	8269	1	0
1699	2020-Feb-4 16:30:00	98	8711	1	0	5906,0	9071	1	0
1700	2020-Jun-18 4:00:00	80	9138	1	1	1945,0	7805	0	0
1701	2020-Jul-8 13:45:00	24	4177	1	1	1166,0	8142	0	1
1702	2019-Jul-17 6:15:00	96	4574	1	1	13726,0	5527	0	0
1703	2019-Aug-5 5:45:00	42	7608	1	1	9658,0	4746	1	0
1704	2019-Jul-16 5:45:00	72	7918	0	1	9303,0	9912	0	1
1705	2020-Apr-25 19:30:02	78	8310	1	0	1689,0	7955	0	0
1706	2020-Feb-7 8:30:00	30	5676	0	0	1043,0	8908	0	1
1707	2019-Dec-20 19:45:00	81	6107	0	1	12160,0	7035	0	1
1708	2020-Jul-30 7:45:00	55	5490	1	0	6355,0	8081	1	0
1709	2019-Jun-3 13:13:04	32	4159	1	0	863,0	4758	0	0
1710	2019-Oct-4 6:45:01	2	7753	0	0	6636,0	7458	1	0
1711	2019-Oct-18 12:15:00	4	5532	0	0	4025,0	6756	0	0
1712	2020-Jul-15 9:30:01	91	6496	0	0	1730,0	7243	0	1
1713	2020-Jun-26 8:15:00	48	5203	1	0	6866,0	8212	0	0
1714	2020-Feb-22 14:15:00	50	5399	1	0	14666,0	6182	0	0
1715	2020-Jan-11 11:15:00	72	7964	1	0	9145,0	9867	1	0
1716	2019-Dec-12 8:15:01	67	4106	1	1	1168,0	8533	1	0
1717	2019-Sep-28 10:45:00	56	4546	0	1	12172,0	4476	1	0
1718	2020-Mar-29 4:30:00	33	7035	0	1	9629,0	4383	1	1
1719	2020-Jun-27 7:15:00	44	7104	0	0	13034,0	8606	1	1
1720	2020-Jan-25 7:00:00	50	9695	0	0	5086,0	6464	1	1
1721	2020-May-11 14:30:02	43	8025	0	1	13841,0	6392	1	0
1722	2020-Jul-14 9:15:00	52	4552	0	0	62,0	8759	0	0
1723	2020-Jun-22 9:00:00	77	6340	1	0	14321,0	8243	0	1
1724	2019-May-27 7:16:05	25	7586	1	1	7307,0	4417	1	0
1725	2019-Dec-12 8:30:01	37	9508	0	1	6916,0	8293	1	0
1726	2020-Apr-23 11:00:01	20	7026	1	1	6645,0	7577	0	0
1727	2019-Oct-4 12:30:00	30	5134	1	0	5277,0	5351	0	0
1728	2019-Sep-12 9:00:01	88	8334	0	1	6212,0	8236	1	1
1729	2020-Jul-7 20:45:00	24	7615	1	1	92,0	6606	1	1
1730	2019-Jul-21 7:45:00	4	9653	0	1	12813,0	8323	1	0
1731	2020-Apr-5 11:30:00	61	9790	1	1	8878,0	7026	1	0
1732	2020-Apr-24 17:15:00	19	9696	1	1	6430,0	4675	0	0
1733	2020-May-27 8:30:00	13	8754	0	1	7676,0	4204	0	0
1734	2019-May-1 16:02:01	77	7272	1	0	10811,0	8086	0	1
1735	2020-Feb-11 3:30:00	13	4282	0	0	8605,0	4798	1	0
1736	2020-Apr-11 13:15:00	86	6613	0	0	1292,0	9979	1	1
1737	2020-Jul-17 11:45:00	65	7752	0	1	9189,0	9458	0	1
1738	2019-Dec-5 12:45:00	82	6321	0	1	9708,0	7749	1	1
1739	2019-Dec-25 13:30:00	43	4581	0	0	10162,0	5348	1	0
1740	2020-Feb-5 11:00:00	62	5202	1	0	6708,0	4500	1	0
1741	2020-Jul-28 21:45:00	76	5627	1	0	6326,0	9556	0	1
1742	2020-May-18 10:00:00	72	5063	1	0	3722,0	6783	1	1
1743	2019-Sep-23 13:30:00	60	4655	0	1	13915,0	6594	1	1
1744	2019-Nov-30 7:30:02	32	7431	0	1	14201,0	9423	0	0
1745	2020-Aug-14 14:00:00	66	5752	0	1	3129,0	5354	1	0
1746	2019-Aug-31 13:00:01	76	6098	0	0	5860,0	5119	0	0
1747	2019-Jun-24 17:30:00	16	7975	0	0	5201,0	4030	0	1
1748	2019-Apr-1 10:02:01	65	8158	0	1	6725,0	4537	1	0
1749	2019-Jun-2 9:01:00	81	6292	1	0	12708,0	8631	0	1
1750	2020-Jul-4 14:45:00	23	6482	1	1	4229,0	7343	0	1
1751	2019-Oct-29 14:15:00	100	8062	0	1	9851,0	6719	0	1
1752	2020-Mar-15 10:45:00	90	8976	1	1	5230,0	6946	0	1
1753	2020-Jan-23 8:15:00	22	7748	1	0	4679,0	8951	1	1
1754	2020-May-25 5:30:00	57	5151	0	1	2852,0	9175	0	0
1755	2019-Dec-12 9:00:00	16	8262	0	1	9815,0	6332	0	0
1756	2020-Apr-28 15:45:00	59	8900	1	1	14544,0	6890	1	0
1757	2020-Jun-24 14:15:01	8	8497	1	1	11769,0	4887	1	1
1758	2020-May-7 8:15:00	33	5704	0	0	6625,0	4595	0	0
1759	2019-Apr-24 4:58:02	75	9005	0	0	5907,0	5807	1	0
1760	2019-Dec-29 11:45:00	54	7145	0	0	14381,0	6197	0	0
1761	2019-Jul-7 8:00:01	75	5922	1	1	5769,0	7659	0	1
1762	2019-Sep-18 14:00:00	70	4639	0	1	11409,0	5251	0	1
1763	2020-Jul-6 23:00:00	19	6052	1	1	3249,0	8720	0	1
1764	2020-Jan-29 23:45:00	43	5476	1	0	9098,0	5508	0	1
1765	2020-May-7 9:15:00	98	9042	0	0	13742,0	9247	1	0
1766	2020-Mar-1 14:30:00	42	8301	0	1	7771,0	8504	0	0
1767	2019-Apr-3 12:01:04	99	8508	0	0	8209,0	7061	1	1
1768	2019-Jun-5 4:46:00	49	5115	0	0	11144,0	6816	1	1
1769	2020-Apr-21 21:45:00	40	8080	0	1	9110,0	9314	1	0
1770	2020-Jan-5 8:45:00	89	8724	1	1	1145,0	4476	0	1
1771	2020-Apr-6 9:15:00	92	4029	1	0	12724,0	6806	0	0
1772	2020-Jun-23 14:00:00	64	4240	1	0	7936,0	7687	0	1
1773	2020-Feb-24 13:30:00	79	6490	0	1	10371,0	5485	0	1
1774	2019-Apr-22 14:46:05	11	6499	0	0	14907,0	4495	0	0
1775	2020-Feb-17 9:45:00	39	4690	0	0	5611,0	6979	1	1
1776	2020-Aug-7 4:00:00	53	7190	0	0	11157,0	4369	0	0
1777	2020-Jan-22 14:30:00	95	4122	1	1	2855,0	9405	0	1
1778	2020-Aug-25 4:30:00	75	4152	0	0	13098,0	6992	0	0
1779	2019-Oct-6 7:30:01	41	8861	1	0	5765,0	9102	0	1
1780	2020-Jan-8 20:00:00	24	9928	0	0	5539,0	5650	0	0
1781	2020-Jan-26 16:45:00	16	7054	0	1	3007,0	8418	0	1
1782	2020-Mar-17 16:15:00	78	4928	1	1	9608,0	9795	0	0
1783	2020-Jul-5 5:30:00	75	8540	0	1	7723,0	7950	0	0
1784	2019-Dec-26 17:45:00	55	8379	1	0	3450,0	7817	1	0
1785	2019-Apr-20 7:57:04	39	5871	1	1	10412,0	4955	1	0
1786	2019-Sep-1 13:00:00	78	4014	1	1	3449,0	7289	0	1
1787	2019-Nov-30 20:00:00	54	9473	0	1	11899,0	7357	0	1
1788	2019-May-19 11:17:02	27	8732	0	0	10692,0	7462	1	0
1789	2019-Dec-17 10:30:00	57	7114	1	0	11146,0	8851	1	1
1790	2020-Jan-5 10:30:00	27	7279	1	1	2931,0	7159	0	1
1791	2020-Aug-6 10:30:02	22	7323	1	0	12152,0	4905	0	0
1792	2020-May-28 14:15:00	21	5425	0	1	3512,0	6411	0	0
1793	2020-Apr-4 9:45:00	98	5607	0	0	7306,0	4909	0	0
1794	2019-Jun-1 12:31:01	5	7538	0	0	7842,0	4810	0	1
1795	2019-Oct-23 9:30:00	57	9253	1	0	6794,0	9758	0	0
1796	2019-Apr-13 13:15:05	93	4545	0	1	2687,0	8211	0	1
1797	2020-Mar-12 11:45:00	69	7164	0	1	9319,0	5160	1	1
1798	2020-Jun-23 17:30:00	56	9111	0	1	9558,0	8991	1	1
1799	2019-Dec-5 9:45:03	63	6833	0	1	368,0	9890	0	0
1800	2019-Nov-18 13:15:00	65	6429	1	0	6761,0	9619	1	1
1801	2019-Nov-21 18:30:00	72	9520	1	0	2862,0	7202	0	0
1802	2019-Jul-18 7:45:00	39	4999	0	0	100,0	6549	0	1
1803	2019-Nov-4 6:30:00	22	7507	1	1	14890,0	9217	0	0
1804	2019-May-21 16:16:00	27	5560	0	0	4014,0	7801	0	0
1805	2019-Jul-30 20:15:00	87	6204	0	0	10193,0	6404	0	1
1806	2020-Jun-17 4:45:00	53	5901	1	0	14451,0	7714	1	1
1807	2019-Sep-30 13:45:00	90	6849	1	1	6682,0	4896	1	1
1808	2019-May-27 13:40:02	7	5549	0	0	14016,0	7444	0	0
1809	2019-May-2 11:02:00	12	7717	0	1	10473,0	6061	1	1
1810	2019-Aug-25 7:45:00	68	9268	0	1	5370,0	9679	1	1
1811	2020-Jan-3 11:30:00	6	9066	1	1	8565,0	7713	1	0
1812	2019-Nov-11 8:00:01	74	7712	0	0	4109,0	6291	1	0
1813	2019-Dec-16 3:45:00	74	5267	0	1	4572,0	6096	0	1
1814	2019-Jul-13 15:30:01	100	8478	0	0	13537,0	9205	1	1
1815	2019-Apr-23 7:18:01	70	9000	1	0	1353,0	4991	1	0
1816	2020-Aug-18 7:30:00	85	7648	1	1	13975,0	8175	1	0
1817	2020-Mar-23 12:00:01	79	8091	1	0	7472,0	6027	1	1
1818	2019-Dec-1 7:30:03	49	7180	0	1	4837,0	4025	0	0
1819	2020-Mar-16 15:30:00	27	6191	0	0	749,0	9997	0	1
1820	2020-Mar-29 17:00:00	6	4352	0	1	7734,0	6133	0	1
1821	2019-Jun-18 5:30:01	10	9895	1	1	7358,0	8968	0	1
1822	2020-Apr-5 12:45:00	17	5289	0	0	13191,0	8664	1	1
1823	2019-Dec-12 8:15:00	55	8360	1	1	10980,0	4655	0	0
1824	2019-Sep-26 9:30:00	76	6948	1	0	12255,0	6683	1	0
1825	2019-Nov-28 7:30:04	96	5190	1	0	7975,0	5745	0	0
1826	2019-Oct-14 17:00:00	4	8067	0	1	10922,0	4144	1	0
1827	2020-Apr-1 17:30:00	92	6962	0	1	6513,0	6795	0	0
1828	2020-Apr-16 12:00:00	64	8753	1	1	13335,0	7939	0	0
1829	2020-Aug-8 17:15:00	59	7017	1	1	14227,0	9874	1	0
1830	2020-Jul-29 7:15:00	49	6380	1	1	14200,0	7918	0	1
1831	2020-Apr-13 15:45:00	43	7868	1	1	4930,0	9388	1	0
1832	2019-Dec-25 20:15:00	72	5053	1	0	6421,0	7459	0	0
1833	2020-May-17 8:15:00	60	4648	0	1	91,0	8650	1	0
1834	2019-Jul-29 10:00:00	35	4613	1	1	5859,0	5088	1	1
1835	2020-Jun-4 19:00:00	21	6333	1	0	8168,0	5549	1	1
1836	2019-May-25 0:16:00	69	5797	1	1	1858,0	4661	1	1
1837	2019-Apr-14 9:46:00	33	9958	1	1	7229,0	4179	0	0
1838	2019-Jul-2 6:30:01	63	6762	1	0	7368,0	9024	0	0
1839	2020-Jun-17 17:00:00	52	7289	1	1	12690,0	7029	1	1
1840	2020-Apr-21 21:45:00	66	4238	1	0	10053,0	8373	1	0
1841	2020-Aug-11 12:30:00	10	8502	0	1	5093,0	5692	0	1
1842	2019-May-21 11:46:00	95	6109	0	0	3879,0	9063	0	0
1843	2020-Jan-3 16:15:00	20	6188	1	0	14649,0	6466	0	1
1844	2019-Apr-14 4:45:05	40	8972	0	1	8212,0	5416	0	0
1845	2020-Jun-10 15:00:00	6	8853	1	0	13232,0	7654	0	1
1846	2019-Oct-7 8:00:01	88	5147	0	1	4766,0	5055	1	0
1847	2019-May-20 12:27:00	22	4687	0	1	9812,0	7428	0	1
1848	2020-Mar-17 14:00:00	99	5581	0	1	13252,0	6053	0	1
1849	2019-Oct-25 16:15:00	11	9634	1	0	6979,0	9564	1	0
1850	2020-Jul-25 7:30:00	30	6951	1	0	6179,0	7238	1	0
1851	2020-Mar-5 11:00:01	11	6018	1	1	4339,0	7649	0	0
1852	2019-May-14 10:07:03	83	8158	1	1	2626,0	8300	0	0
1853	2020-Mar-16 8:30:00	97	6493	1	0	2854,0	4711	0	0
1854	2019-Apr-30 12:31:05	39	8351	1	0	5558,0	4747	1	0
1855	2019-Apr-23 8:46:01	17	4603	0	1	4349,0	7062	0	1
1856	2019-Oct-1 7:30:00	64	4423	1	1	2084,0	7038	1	1
1857	2020-Jun-7 13:15:00	64	5902	1	1	2935,0	8463	0	0
1858	2019-Nov-30 7:45:01	1	9558	0	1	11599,0	7203	1	1
1859	2020-Feb-5 18:45:00	63	4142	0	1	14647,0	5844	0	1
1860	2019-Apr-11 14:31:00	9	9058	0	1	10570,0	9321	1	0
1861	2020-Aug-6 20:15:00	31	9318	1	1	11039,0	5349	0	0
1862	2019-Jun-18 5:00:00	56	8783	1	0	3463,0	7692	0	1
1863	2019-Dec-21 12:00:00	83	8042	1	1	11990,0	6245	0	0
1864	2020-Feb-10 14:00:00	65	8571	1	1	14179,0	5126	0	0
1865	2019-Nov-15 11:30:00	88	4615	0	1	13473,0	6363	1	1
1866	2019-Nov-29 7:16:03	9	8639	1	0	3470,0	7658	1	1
1867	2020-Jan-13 13:15:00	16	5496	1	1	13301,0	5612	0	0
1868	2019-Nov-6 16:00:00	7	7422	1	0	3168,0	5455	0	1
1869	2020-Aug-14 10:45:00	54	9562	0	1	9445,0	5835	0	1
1870	2020-Feb-11 10:45:00	23	7157	0	1	5041,0	4316	0	0
1871	2019-Nov-23 13:00:00	70	6065	0	1	296,0	8162	1	0
1872	2019-Dec-7 8:15:00	69	4161	0	1	9341,0	5783	1	0
1873	2019-Jul-31 5:45:00	59	4026	1	1	7775,0	6724	0	1
1874	2020-May-29 3:45:00	60	9664	0	1	12856,0	6409	0	0
1875	2020-May-10 12:30:03	9	9623	1	0	3345,0	6856	1	0
1876	2019-Oct-10 16:30:00	49	8777	1	0	4642,0	7698	1	1
1877	2019-May-10 3:31:03	93	9072	1	1	8045,0	8849	1	1
1878	2019-Dec-13 8:15:00	3	6680	0	0	8573,0	5901	0	1
1879	2020-May-24 12:15:00	64	4830	1	0	9204,0	9634	1	0
1880	2019-Dec-9 12:30:00	60	5294	1	1	14023,0	5744	1	1
1881	2020-May-6 6:30:00	21	4987	0	0	9145,0	6338	1	1
1882	2019-Oct-18 12:15:00	64	9924	1	0	764,0	5768	0	1
1883	2019-Jun-24 15:30:00	85	9383	1	0	2718,0	8422	1	1
1884	2020-Jan-20 5:30:00	29	6841	1	0	12465,0	5833	0	0
1885	2019-Dec-31 13:00:00	98	6634	1	1	5640,0	8620	0	0
1886	2019-Oct-13 9:45:00	28	6422	0	0	7228,0	9307	1	1
1887	2019-Sep-18 18:30:00	71	9665	1	0	5760,0	8301	0	0
1888	2019-Dec-17 13:45:00	92	7397	1	1	2041,0	7275	1	1
1889	2020-Aug-6 9:15:00	63	7648	1	1	6706,0	6358	0	1
1890	2019-Apr-27 8:19:01	60	5048	0	0	12889,0	8027	0	1
1891	2019-Nov-16 17:45:00	91	7361	0	0	9451,0	5651	0	0
1892	2020-Mar-15 9:15:00	64	7889	0	1	1746,0	9741	1	1
1893	2019-Nov-11 7:15:02	73	7684	0	0	3334,0	5559	1	0
1894	2020-Feb-23 16:30:00	21	5965	1	0	8510,0	7428	1	1
1895	2020-Mar-10 9:30:00	14	9861	1	0	201,0	7052	1	0
1896	2020-Jan-24 11:15:00	74	4195	0	1	5906,0	7067	1	1
1897	2020-Jun-8 10:45:00	23	6183	1	0	11426,0	9430	0	0
1898	2019-Sep-9 11:30:00	41	7378	0	1	12300,0	8010	1	1
1899	2020-Mar-23 9:15:00	61	5015	1	0	14605,0	5133	1	0
1900	2020-Jul-2 8:45:00	67	5829	0	1	14203,0	8623	0	0
1901	2019-May-26 12:16:05	60	5019	1	1	14203,0	8214	0	0
1902	2019-Aug-5 8:00:00	4	4628	1	1	8563,0	7354	0	0
1903	2020-Jan-15 4:45:00	83	6311	0	0	6200,0	5911	1	0
1904	2020-Jul-9 5:30:00	22	7822	1	0	9282,0	5359	1	0
1905	2020-May-24 15:00:00	48	5536	0	0	3325,0	7131	1	1
1906	2020-Jan-21 12:45:00	47	4548	1	1	5649,0	5750	0	1
1907	2020-Apr-21 15:45:00	48	5000	0	1	13379,0	5647	1	1
1908	2019-Sep-22 14:45:00	56	5086	1	1	3803,0	8409	0	0
1909	2019-Jul-1 12:00:01	67	9310	0	0	14596,0	5878	0	1
1910	2020-Feb-16 10:15:00	73	7793	1	1	4038,0	5003	0	0
1911	2020-May-14 12:30:00	55	8903	0	1	10311,0	5276	1	1
1912	2019-Jun-28 7:45:00	1	5844	1	0	7617,0	9835	0	1
1913	2019-Nov-14 19:00:00	56	8118	1	1	9252,0	9822	0	1
1914	2020-Feb-17 15:30:00	92	5895	1	0	10834,0	8161	0	0
1915	2019-Apr-29 16:46:04	67	6345	1	1	625,0	4782	0	0
1916	2019-Nov-26 8:30:00	97	4845	1	0	9575,0	5282	1	0
1917	2019-Oct-5 14:30:00	43	8264	1	0	1163,0	4344	0	0
1918	2020-Mar-29 13:30:00	46	9536	1	1	13587,0	4174	0	0
1919	2020-Mar-9 5:45:00	26	8512	1	0	3508,0	6910	1	1
1920	2020-May-14 16:45:00	17	9466	0	0	9702,0	7560	1	1
1921	2020-Aug-12 5:30:00	100	5065	0	0	11555,0	7993	1	1
1922	2020-Mar-14 7:00:00	69	5627	0	1	3454,0	5101	0	0
1923	2019-Dec-12 8:00:05	59	8611	0	0	13214,0	4131	0	0
1924	2020-Mar-14 9:15:00	54	8551	0	0	14259,0	5201	0	0
1925	2020-May-2 6:30:00	91	9648	0	1	2042,0	4141	0	0
1926	2020-May-19 7:00:00	29	5691	1	1	997,0	9793	1	1
1927	2020-Jul-10 15:45:00	84	6600	1	1	8789,0	5882	1	1
1928	2020-Jan-17 10:00:00	49	5253	1	0	13786,0	5455	0	1
1929	2019-Sep-20 8:30:00	30	4156	1	0	12163,0	8309	0	0
1930	2020-May-10 14:00:00	55	6252	0	1	6078,0	7214	0	0
1931	2019-Nov-10 7:15:01	90	4005	0	1	10882,0	8391	1	1
1932	2020-Jun-28 16:30:00	23	6378	1	0	4101,0	7635	1	1
1933	2019-Nov-9 9:30:00	79	8251	0	0	654,0	9351	0	1
1934	2019-Apr-25 15:46:02	22	6588	1	1	13863,0	7127	1	0
1935	2019-Dec-12 7:45:02	74	6360	0	0	12348,0	7233	0	1
1936	2019-Dec-18 5:45:00	90	5259	1	0	7354,0	7543	0	1
1937	2019-May-13 19:16:04	1	8404	1	0	9025,0	8287	1	1
1938	2019-Dec-14 15:00:00	65	7146	0	1	774,0	6598	1	1
1939	2020-Apr-28 8:00:00	88	9298	1	0	12688,0	6928	1	0
1940	2019-May-17 11:45:02	83	6916	1	1	4333,0	6084	1	0
1941	2020-Aug-8 0:45:00	93	8701	1	1	2805,0	5795	0	0
1942	2019-Oct-1 14:30:01	21	6936	1	0	12475,0	4615	1	1
1943	2020-Jul-3 4:15:00	42	5571	0	1	7827,0	9483	0	1
1944	2020-Feb-23 15:30:00	85	9030	0	1	4740,0	4506	0	0
1945	2019-Apr-19 10:31:01	28	5079	0	0	5619,0	4783	1	0
1946	2020-Mar-24 12:15:00	89	8002	0	1	6306,0	4215	0	1
1947	2020-May-16 17:00:00	97	5843	0	0	9619,0	8644	1	1
1948	2020-Apr-7 8:30:00	15	5298	1	0	8973,0	6724	1	1
1949	2020-Jun-12 6:30:00	28	5857	1	0	6900,0	6964	1	0
1950	2019-Nov-8 16:00:00	45	9451	0	0	1498,0	4229	0	1
1951	2020-May-17 5:45:00	60	7019	1	0	1526,0	6852	0	0
1952	2020-Mar-15 9:45:00	75	8033	1	1	5383,0	9826	0	0
1953	2020-Mar-26 10:15:00	14	7180	0	1	4833,0	4428	0	1
1954	2020-Aug-21 10:00:00	20	8599	0	1	9797,0	5727	1	0
1955	2019-Jul-22 7:45:00	12	6492	0	1	4373,0	5468	1	0
1956	2020-Feb-27 10:45:00	44	9254	0	0	3044,0	7912	0	1
1957	2019-Oct-16 3:00:00	48	7329	0	0	3333,0	8299	1	1
1958	2019-Apr-20 15:34:01	29	9936	0	0	13127,0	5096	0	1
1959	2019-Sep-7 15:30:00	45	4492	1	1	14203,0	8278	1	1
1960	2020-Feb-2 11:45:00	51	9056	0	1	757,0	5586	0	0
1961	2019-May-30 10:16:03	34	8593	0	0	487,0	8941	0	1
1962	2019-Jun-6 12:01:02	1	5290	1	0	11884,0	4041	0	1
1963	2020-Jan-17 9:15:00	56	5621	1	0	1772,0	6445	0	1
1964	2020-May-6 16:00:00	75	5464	1	1	4257,0	4933	0	1
1965	2019-Aug-9 9:45:00	45	9373	0	1	8906,0	8119	0	1
1966	2019-Nov-2 7:45:00	58	5795	0	1	2125,0	4455	0	1
1967	2019-Oct-6 7:30:02	87	4924	1	1	814,0	6548	1	0
1968	2019-Sep-7 15:00:00	61	4645	0	0	13573,0	7985	1	0
1969	2019-Aug-4 17:45:00	6	9724	1	1	5732,0	6431	1	1
1970	2019-Jun-25 14:15:00	52	7488	0	0	14723,0	4878	1	0
1971	2020-Aug-1 9:00:00	64	8318	1	0	10127,0	6109	1	0
1972	2020-Jul-21 5:15:00	39	6196	0	1	10320,0	5733	0	0
1973	2019-Oct-6 10:00:00	21	9469	0	0	11608,0	8802	0	1
1974	2020-Aug-28 8:30:00	56	6449	1	1	11938,0	9066	0	1
1975	2020-May-10 17:45:00	63	5494	1	0	7365,0	6473	0	1
1976	2020-Jul-3 0:00:00	92	9780	0	1	10441,0	7213	1	1
1977	2019-Oct-26 9:45:00	92	4345	1	0	1821,0	4024	0	1
1978	2020-May-3 11:15:00	92	7437	1	0	11537,0	4507	1	0
1979	2019-May-19 9:16:00	48	7793	1	0	4350,0	8205	0	0
1980	2019-May-29 6:31:03	11	8783	0	1	1600,0	9658	0	0
1981	2020-Apr-20 18:00:00	100	7123	0	0	14624,0	9009	0	0
1982	2019-Jun-9 17:01:02	24	9517	1	0	13653,0	8917	0	0
1983	2019-May-5 5:47:00	39	7022	1	1	5229,0	8887	1	1
1984	2020-Jun-14 21:15:00	4	9048	0	0	7962,0	4771	1	1
1985	2019-Dec-7 10:45:00	55	4088	0	1	904,0	4421	0	1
1986	2019-Jul-24 10:15:00	86	4377	0	1	1724,0	4831	1	1
1987	2019-Oct-30 15:45:00	16	8367	1	0	11248,0	4989	1	1
1988	2020-May-1 17:45:00	44	7686	1	1	4117,0	6023	1	0
1989	2019-May-11 14:46:04	48	7713	1	1	7316,0	6101	0	1
1990	2019-Jun-11 7:46:00	90	5449	0	1	5487,0	4439	1	1
1991	2019-Jun-11 6:16:00	73	4062	0	1	12681,0	8237	1	1
1992	2019-Nov-15 12:00:00	49	5997	0	1	12939,0	7140	1	1
1993	2019-Oct-28 18:30:01	89	8842	1	0	5155,0	7879	1	1
1994	2020-Aug-21 16:15:00	39	9203	1	0	14252,0	4778	1	1
1995	2020-Apr-21 18:15:00	94	5182	1	1	5769,0	8765	1	0
1996	2020-May-18 13:45:00	50	7929	0	0	14585,0	5754	1	0
1997	2020-May-15 11:45:00	50	9159	0	1	3934,0	5577	0	1
1998	2019-Jul-3 15:45:00	33	7548	0	1	10295,0	9580	1	1
1999	2020-Jul-4 8:15:00	33	7243	0	0	933,0	8564	0	0
2000	2019-Nov-11 7:30:02	52	4674	1	0	14940,0	7893	1	1
2001	2019-Jun-10 6:46:01	87	9637	1	1	10262,0	6990	0	1
2002	2020-Feb-16 6:00:00	73	8068	1	1	12943,0	7287	0	1
2003	2020-Apr-21 10:45:00	18	8024	1	1	6924,0	4283	0	1
2004	2019-Sep-19 16:30:00	70	7747	1	1	10228,0	8374	1	0
2005	2019-Jul-15 0:45:00	7	6477	0	0	8616,0	6629	1	0
2006	2019-May-28 11:17:03	72	5016	1	0	9388,0	5474	0	0
2007	2019-Dec-26 12:15:00	25	7427	1	0	5098,0	7604	0	0
2008	2020-Apr-7 9:45:00	29	6036	1	1	4071,0	4713	0	1
2009	2019-Jul-24 8:15:00	74	4547	1	1	12024,0	6795	0	1
2010	2019-Nov-11 7:15:02	67	9758	1	0	13410,0	6013	1	1
2011	2019-Sep-13 11:00:00	95	4464	1	1	3747,0	5416	1	0
2012	2019-Jun-19 21:30:00	27	4338	1	1	12023,0	9824	1	1
2013	2019-Nov-9 14:30:00	73	7927	0	0	5143,0	8338	0	1
2014	2020-May-7 13:30:00	19	8884	0	1	1298,0	6702	1	1
2015	2019-Dec-3 7:45:03	80	4267	1	1	5950,0	9741	1	1
2016	2020-May-29 17:30:00	46	6113	0	1	1361,0	9317	0	1
2017	2020-Jan-3 10:00:00	70	6513	1	0	608,0	7126	0	0
2018	2019-Jun-25 8:15:00	37	9787	1	1	1192,0	4495	1	1
2019	2020-Jun-21 17:00:00	49	5424	0	1	6457,0	5088	0	0
2020	2019-Nov-4 18:45:00	36	4380	0	1	10168,0	4450	0	1
2021	2020-Jan-13 7:15:00	36	7554	0	1	4929,0	9713	0	0
2022	2020-Mar-18 6:45:00	66	9382	0	0	9146,0	4065	1	0
2023	2019-Sep-16 18:30:00	39	5825	0	0	5114,0	6530	0	0
2024	2020-Apr-19 23:45:00	40	9961	1	1	2265,0	9585	0	1
2025	2019-Jun-13 8:00:02	61	8390	1	1	14332,0	5752	0	0
2026	2019-Aug-16 1:00:00	34	9955	1	1	14662,0	8945	0	0
2027	2020-Aug-25 22:30:00	54	4781	1	0	3474,0	7958	0	0
